R,F,M,C,L,prediction
7.0,3.0,3237.0,1.2445691,2251.0,1
253.0,4.0,3384.0,1.1901951,1412.0,4
353.0,3.0,4021.0,1.0,1452.0,0
443.0,2.0,4020.0,1.0,1123.0,0
399.0,2.0,4020.0,1.0,1500.0,0
178.0,2.0,3451.0,1.1632396,2831.0,1
322.0,4.0,4009.0,1.0,642.0,0
261.0,3.0,3067.0,1.3046429,2135.0,3
468.0,4.0,2656.0,1.5,3017.0,3
35.0,5.0,3893.0,1.022281,2813.0,1
566.0,3.0,2653.0,1.5,717.0,3
554.0,2.0,3975.0,1.0,1027.0,0
318.0,3.0,3971.0,1.0,634.0,0
187.0,2.0,2724.0,1.4573789,2467.0,3
22.0,5.0,3249.0,1.2193167,2746.0,1
199.0,4.0,3002.0,1.3153998,1902.0,3
382.0,2.0,3934.0,1.0,384.0,0
497.0,2.0,3934.0,1.0,1317.0,0
487.0,2.0,3934.0,1.0,492.0,0
487.0,2.0,3934.0,1.0,492.0,0
629.0,2.0,3934.0,1.0,1462.0,0
377.0,2.0,3934.0,1.0,1204.0,0
619.0,2.0,3934.0,1.0,1433.0,0
422.0,2.0,3934.0,1.0,425.0,0
168.0,3.0,3147.0,1.2487385,2529.0,1
7.0,2.0,3752.0,1.046418,2598.0,1
490.0,2.0,2616.0,1.5,1260.0,3
429.0,3.0,3924.0,1.0,1179.0,0
314.0,3.0,3924.0,1.0,490.0,0
534.0,2.0,2616.0,1.5,1255.0,3
538.0,2.0,3920.0,1.0,699.0,0
598.0,3.0,3918.0,1.0,602.0,0
184.0,4.0,3768.0,1.0392781,846.0,4
565.0,4.0,3522.0,1.1116695,569.0,0
321.0,3.0,3619.0,1.0794142,568.0,0
331.0,2.0,3906.0,1.0,423.0,0
199.0,2.0,3444.0,1.13,2166.0,1
378.0,2.0,3888.0,1.0,473.0,0
158.0,4.0,3199.0,1.2141607,1398.0,4
110.0,2.0,2752.0,1.41,1966.0,3
599.0,2.0,3879.0,1.0,1182.0,0
470.0,3.0,3365.0,1.1520357,1221.0,0
255.0,2.0,3163.0,1.2247202,2294.0,1
551.0,3.0,3873.0,1.0,2248.0,0
120.0,4.0,3656.0,1.0589525,938.0,4
587.0,2.0,3275.0,1.1801832,3207.0,0
192.0,4.0,3382.0,1.1427321,796.0,4
250.0,3.0,3720.0,1.0337634,630.0,4
443.0,2.0,2562.0,1.5,906.0,3
563.0,4.0,3839.0,1.0,1253.0,0
22.0,5.0,3245.0,1.182,2591.0,1
324.0,3.0,3238.0,1.1841569,983.0,0
195.0,3.0,2813.0,1.3629968,2150.0,3
491.0,3.0,3833.0,1.0,634.0,0
639.0,6.0,3696.0,1.0349838,2178.0,0
591.0,6.0,3824.0,1.0,2343.0,0
22.0,2.0,3194.0,1.197154,1239.0,4
14.0,2.0,2840.0,1.3454472,3210.0,1
603.0,6.0,3810.0,1.0,1072.0,0
155.0,3.0,3408.0,1.1170775,903.0,4
145.0,5.0,3501.0,1.086778,2242.0,1
386.0,3.0,3359.0,1.1323757,1207.0,0
342.0,3.0,3803.0,1.0,894.0,0
75.0,3.0,2683.0,1.41,2358.0,1
25.0,4.0,3558.0,1.0620826,654.0,4
72.0,3.0,3578.0,1.0560118,804.0,4
529.0,2.0,3775.0,1.0,2682.0,0
579.0,3.0,2516.0,1.5,2070.0,3
567.0,5.0,3770.0,1.0,2669.0,0
200.0,5.0,3104.0,1.2129897,902.0,4
125.0,4.0,2711.0,1.3873258,3283.0,1
410.0,2.0,3748.0,1.0,1411.0,0
363.0,3.0,3737.0,1.0,1889.0,0
702.0,2.0,3734.0,1.0,2288.0,0
538.0,2.0,3734.0,1.0,1726.0,0
340.0,3.0,2489.0,1.5,900.0,3
137.0,4.0,3636.0,1.0225,1276.0,4
309.0,2.0,3712.0,1.0,513.0,0
447.0,2.0,3696.0,1.0,480.0,0
531.0,2.0,2463.0,1.5,566.0,3
375.0,4.0,2810.0,1.3145552,519.0,3
294.0,2.0,2616.0,1.41,768.0,3
38.0,2.0,3458.0,1.065,935.0,4
154.0,9.0,2780.0,1.3239424,892.0,3
353.0,3.0,3498.0,1.0516009,382.0,0
649.0,2.0,2627.0,1.3995813,2276.0,3
526.0,2.0,2622.0,1.4,526.0,3
229.0,3.0,2943.0,1.2446245,436.0,4
593.0,3.0,3138.0,1.1666666,859.0,0
549.0,3.0,3646.0,1.0,559.0,0
556.0,2.0,3069.0,1.186608,2773.0,0
569.0,2.0,3308.0,1.1,2306.0,0
516.0,3.0,3635.0,1.0,1626.0,0
513.0,4.0,3633.0,1.0,1048.0,0
369.0,2.0,3628.0,1.0,847.0,0
458.0,2.0,2412.0,1.5,1611.0,3
404.0,3.0,3527.0,1.025163,574.0,0
155.0,3.0,2939.0,1.2273494,704.0,4
384.0,2.0,3275.0,1.1006107,3043.0,1
172.0,4.0,3445.0,1.0434891,846.0,4
108.0,2.0,3235.0,1.1111808,1936.0,4
175.0,3.0,3222.0,1.1127436,583.0,4
41.0,2.0,2429.0,1.4759531,3199.0,1
381.0,2.0,2390.0,1.5,2116.0,3
130.0,5.0,3484.0,1.0262686,1646.0,4
346.0,6.0,3574.0,1.0,1085.0,0
214.0,2.0,2665.0,1.3401313,2101.0,3
359.0,4.0,2980.0,1.1979866,2219.0,1
356.0,3.0,2379.0,1.5,1893.0,3
14.0,4.0,2760.0,1.2925,2011.0,1
345.0,4.0,3348.0,1.0651135,837.0,0
217.0,2.0,3189.0,1.117968,555.0,4
451.0,3.0,3563.0,1.0,769.0,0
696.0,2.0,3562.0,1.0,700.0,0
319.0,2.0,3560.0,1.0,2700.0,0
381.0,2.0,3342.0,1.0645721,1684.0,0
312.0,3.0,3556.0,1.0,3129.0,1
458.0,3.0,3550.0,1.0,876.0,0
487.0,3.0,3545.0,1.0,499.0,0
190.0,2.0,3404.0,1.04,2204.0,1
37.0,3.0,2386.0,1.4797443,3345.0,1
493.0,4.0,3522.0,1.0,2694.0,0
124.0,2.0,3049.0,1.1468284,602.0,4
380.0,2.0,3106.0,1.125,504.0,0
494.0,2.0,2328.0,1.5,2946.0,3
650.0,3.0,3443.0,1.0130409,810.0,0
467.0,6.0,3474.0,1.0,2187.0,0
410.0,2.0,3471.0,1.0,1632.0,0
168.0,2.0,2656.0,1.3031815,1585.0,3
225.0,3.0,3347.0,1.0330147,2069.0,0
611.0,2.0,3457.0,1.0,1834.0,0
123.0,2.0,2618.0,1.3193239,3030.0,1
682.0,2.0,3451.0,1.0,1591.0,0
368.0,5.0,3450.0,1.0,1211.0,0
400.0,2.0,3444.0,1.0,425.0,0
703.0,2.0,3440.0,1.0,708.0,0
528.0,3.0,2289.0,1.5,1718.0,3
81.0,3.0,2433.0,1.41,1437.0,3
558.0,2.0,3429.0,1.0,1000.0,0
527.0,3.0,3427.0,1.0,3305.0,0
667.0,2.0,3426.0,1.0,2418.0,0
621.0,2.0,3426.0,1.0,619.0,0
481.0,2.0,3421.0,1.0,598.0,0
11.0,2.0,3368.0,1.0153207,612.0,4
101.0,2.0,2421.0,1.41,2074.0,3
397.0,2.0,3404.0,1.0,1318.0,0
56.0,3.0,2797.0,1.2141759,580.0,4
8.0,2.0,2407.0,1.41,1278.0,3
402.0,2.0,3390.0,1.0,408.0,0
622.0,2.0,3385.0,1.0,674.0,0
101.0,2.0,2904.0,1.156126,1946.0,1
39.0,3.0,3297.0,1.0166667,1523.0,4
521.0,5.0,3350.0,1.0,1088.0,0
204.0,3.0,2724.0,1.2283187,1734.0,3
440.0,2.0,3186.0,1.05,444.0,0
342.0,3.0,2873.0,1.1640097,2922.0,1
67.0,3.0,2370.0,1.41,1656.0,3
478.0,4.0,3332.0,1.0,1649.0,0
210.0,2.0,2878.0,1.155,604.0,4
194.0,2.0,2852.0,1.165,1427.0,4
577.0,4.0,3320.0,1.0,2179.0,0
330.0,2.0,3315.0,1.0,528.0,0
584.0,2.0,2665.0,1.2422138,1231.0,0
188.0,2.0,2595.0,1.2735453,625.0,3
74.0,2.0,2492.0,1.3218539,2173.0,1
357.0,3.0,2192.0,1.5,540.0,3
161.0,2.0,3167.0,1.0370698,993.0,4
720.0,3.0,3272.0,1.0,861.0,0
629.0,2.0,2616.0,1.25,1134.0,0
426.0,2.0,2550.0,1.2803922,562.0,3
427.0,2.0,2321.0,1.4021974,1520.0,3
506.0,4.0,3244.0,1.0,560.0,0
6.0,2.0,2892.0,1.12,2134.0,1
621.0,4.0,3229.0,1.0,1048.0,0
628.0,3.0,3225.0,1.0,892.0,0
126.0,3.0,3221.0,1.000149,1891.0,4
70.0,2.0,2620.0,1.2283854,750.0,4
37.0,3.0,2852.0,1.1272019,2828.0,1
521.0,2.0,3060.0,1.05,523.0,0
133.0,3.0,2799.0,1.1466666,629.0,4
14.0,3.0,2510.0,1.2775259,1476.0,3
53.0,2.0,2805.0,1.1431551,592.0,4
50.0,2.0,2228.0,1.4362164,1663.0,3
550.0,2.0,3197.0,1.0,1432.0,0
12.0,2.0,2892.0,1.1040456,1238.0,4
356.0,2.0,3183.0,1.0,531.0,0
332.0,2.0,3182.0,1.0,1144.0,0
393.0,3.0,3178.0,1.0,408.0,0
16.0,2.0,2253.0,1.41,3139.0,1
410.0,2.0,3170.0,1.0,2367.0,0
387.0,2.0,3170.0,1.0,389.0,0
310.0,2.0,3164.0,1.0,1657.0,0
121.0,2.0,2187.0,1.4433745,2342.0,3
594.0,2.0,3146.0,1.0,1366.0,0
598.0,2.0,3146.0,1.0,2173.0,0
403.0,2.0,2594.0,1.2120278,2317.0,0
718.0,2.0,2151.0,1.4615062,1557.0,3
503.0,2.0,2547.0,1.2299175,2243.0,0
486.0,3.0,3125.0,1.0,1248.0,0
583.0,2.0,3122.0,1.0,2356.0,0
244.0,3.0,2784.0,1.1180245,2498.0,1
75.0,4.0,2844.0,1.0940155,760.0,4
333.0,2.0,3109.0,1.0,3158.0,1
638.0,2.0,3106.0,1.0,796.0,0
537.0,3.0,2070.0,1.5,782.0,3
649.0,2.0,3103.0,1.0,1057.0,0
430.0,2.0,3101.0,1.0,874.0,0
376.0,2.0,2369.0,1.3082314,380.0,3
521.0,4.0,3098.0,1.0,533.0,0
288.0,3.0,2519.0,1.2290235,437.0,4
421.0,2.0,3087.0,1.0,420.0,0
49.0,3.0,2964.0,1.04,398.0,4
557.0,3.0,2055.0,1.5,935.0,3
389.0,3.0,2795.0,1.1002505,2041.0,0
377.0,2.0,2616.0,1.175,391.0,0
630.0,2.0,2045.0,1.5,1516.0,3
657.0,4.0,3056.0,1.0,1454.0,0
695.0,2.0,3052.0,1.0,1398.0,0
553.0,2.0,3052.0,1.0,1984.0,0
411.0,2.0,2430.0,1.2555555,1622.0,0
269.0,3.0,2799.0,1.09,1340.0,4
689.0,2.0,3040.0,1.0,1338.0,0
527.0,2.0,3031.0,1.0,1397.0,0
28.0,3.0,2884.0,1.0506207,709.0,4
637.0,2.0,2321.0,1.3,3193.0,0
529.0,5.0,2739.0,1.0980284,1431.0,0
678.0,4.0,3005.0,1.0,759.0,0
528.0,3.0,2999.0,1.0,580.0,0
318.0,3.0,2999.0,1.0,1164.0,0
613.0,2.0,2852.0,1.05,853.0,0
515.0,2.0,2994.0,1.0,515.0,0
685.0,3.0,2991.0,1.0,2490.0,0
343.0,3.0,2991.0,1.0,485.0,0
342.0,4.0,2984.0,1.0,467.0,0
504.0,2.0,2257.0,1.3203367,704.0,3
674.0,3.0,2797.0,1.0636396,1425.0,0
20.0,2.0,2104.0,1.41,2292.0,1
402.0,4.0,2962.0,1.0,518.0,0
57.0,2.0,2763.0,1.0697105,457.0,4
402.0,2.0,2449.0,1.2062066,647.0,0
528.0,2.0,2952.0,1.0,659.0,0
477.0,2.0,2948.0,1.0,699.0,0
480.0,2.0,2947.0,1.0,1086.0,0
529.0,3.0,2940.0,1.0,1001.0,0
239.0,2.0,2020.0,1.455,454.0,3
574.0,3.0,2934.0,1.0,649.0,0
462.0,3.0,2928.0,1.0,2128.0,0
175.0,3.0,2588.0,1.1308656,2577.0,1
603.0,2.0,2924.0,1.0,968.0,0
335.0,3.0,1947.0,1.5,1353.0,3
74.0,3.0,2070.0,1.41,2139.0,3
559.0,3.0,2914.0,1.0,826.0,0
222.0,3.0,2326.0,1.2513585,719.0,3
634.0,2.0,2900.0,1.0,2481.0,0
562.0,2.0,2899.0,1.0,998.0,0
657.0,2.0,2892.0,1.0,656.0,0
473.0,2.0,2892.0,1.0,2810.0,0
331.0,2.0,2892.0,1.0,2314.0,0
549.0,2.0,2892.0,1.0,1564.0,0
390.0,2.0,2892.0,1.0,1515.0,0
703.0,2.0,2892.0,1.0,706.0,0
129.0,4.0,2884.0,1.0025,1148.0,4
515.0,2.0,2460.0,1.175,612.0,0
33.0,2.0,2050.0,1.41,448.0,3
603.0,2.0,2885.0,1.0,3268.0,0
538.0,2.0,2880.0,1.0,699.0,0
540.0,2.0,2880.0,1.0,708.0,0
540.0,2.0,2880.0,1.0,699.0,0
543.0,2.0,2878.0,1.0,2253.0,0
570.0,2.0,2878.0,1.0,571.0,0
626.0,2.0,2878.0,1.0,3160.0,0
613.0,2.0,2878.0,1.0,2451.0,0
410.0,2.0,2863.0,1.0,420.0,0
40.0,3.0,1947.0,1.47,875.0,3
599.0,2.0,2536.0,1.1279575,600.0,0
550.0,2.0,2857.0,1.0,1022.0,0
280.0,2.0,2580.0,1.105,2075.0,0
349.0,2.0,2579.0,1.1046141,1134.0,0
626.0,3.0,2836.0,1.0,2434.0,0
168.0,2.0,2342.0,1.21,644.0,4
159.0,2.0,2463.0,1.1497808,2269.0,1
315.0,2.0,2824.0,1.0,739.0,0
424.0,2.0,2820.0,1.0,1891.0,0
174.0,2.0,2650.0,1.0640377,442.0,4
132.0,4.0,2560.0,1.1001563,1116.0,4
383.0,3.0,2283.0,1.2333333,524.0,3
419.0,2.0,2253.0,1.2485574,3412.0,1
571.0,4.0,2811.0,1.0,721.0,0
696.0,2.0,2222.0,1.2635014,695.0,0
549.0,2.0,2805.0,1.0,2548.0,0
479.0,2.0,2240.0,1.25,501.0,0
716.0,2.0,2800.0,1.0,2620.0,0
542.0,3.0,2799.0,1.0,590.0,0
551.0,3.0,2799.0,1.0,1239.0,0
397.0,3.0,2799.0,1.0,932.0,0
566.0,2.0,1866.0,1.5,1260.0,3
477.0,3.0,2799.0,1.0,2496.0,0
315.0,3.0,2799.0,1.0,1449.0,0
641.0,3.0,2799.0,1.0,3022.0,0
504.0,3.0,2795.0,1.0,2749.0,0
475.0,3.0,2185.0,1.2764302,474.0,3
350.0,2.0,2788.0,1.0,1962.0,0
635.0,3.0,1910.0,1.4579058,929.0,3
460.0,4.0,2698.0,1.0316901,1936.0,0
340.0,3.0,2425.0,1.1447835,452.0,0
439.0,3.0,2776.0,1.0,864.0,0
523.0,4.0,2771.0,1.0,3210.0,0
278.0,2.0,2051.0,1.3507899,2725.0,1
501.0,2.0,2770.0,1.0,3021.0,0
541.0,3.0,2768.0,1.0,738.0,0
418.0,2.0,2761.0,1.0,1080.0,0
351.0,4.0,2760.0,1.0,2465.0,0
579.0,2.0,2760.0,1.0,856.0,0
456.0,3.0,2103.0,1.3124108,461.0,3
317.0,4.0,2760.0,1.0,2013.0,0
456.0,3.0,2103.0,1.3124108,461.0,3
378.0,2.0,2750.0,1.0,2035.0,0
555.0,2.0,2750.0,1.0,1489.0,0
402.0,2.0,2750.0,1.0,1170.0,0
121.0,2.0,1941.0,1.4123647,585.0,3
23.0,3.0,2503.0,1.0946385,1133.0,4
375.0,4.0,2738.0,1.0,2096.0,0
503.0,2.0,2730.0,1.0,3140.0,0
142.0,4.0,2526.0,1.0786382,434.0,4
716.0,2.0,2712.0,1.0,1837.0,0
47.0,2.0,2376.0,1.14,2278.0,1
410.0,4.0,2708.0,1.0,418.0,0
635.0,2.0,1963.0,1.3775344,635.0,3
678.0,2.0,2698.0,1.0,944.0,0
501.0,2.0,2695.0,1.0,634.0,0
173.0,4.0,2631.0,1.0213759,591.0,4
417.0,2.0,2682.0,1.0,419.0,0
449.0,4.0,2678.0,1.0,1406.0,0
679.0,2.0,2678.0,1.0,689.0,0
659.0,2.0,1984.0,1.3477823,659.0,0
219.0,2.0,2443.0,1.0936185,483.0,4
417.0,2.0,2650.0,1.0,418.0,0
417.0,2.0,2650.0,1.0,418.0,0
708.0,3.0,2650.0,1.0,967.0,0
155.0,2.0,1817.0,1.4550743,2813.0,1
341.0,2.0,2638.0,1.0,646.0,0
365.0,2.0,1757.0,1.5,803.0,3
341.0,2.0,2627.0,1.0,1331.0,0
319.0,3.0,2625.0,1.0,2085.0,0
669.0,2.0,2623.0,1.0,945.0,0
98.0,2.0,2285.0,1.147768,1703.0,4
547.0,2.0,2622.0,1.0,549.0,0
460.0,2.0,2622.0,1.0,974.0,0
82.0,2.0,2266.0,1.155,1581.0,4
549.0,2.0,2616.0,1.0,1945.0,0
473.0,2.0,2616.0,1.0,1320.0,0
355.0,2.0,2616.0,1.0,919.0,0
575.0,2.0,2616.0,1.0,671.0,0
493.0,2.0,2616.0,1.0,608.0,0
402.0,3.0,2616.0,1.0,1364.0,0
512.0,2.0,2616.0,1.0,2015.0,0
610.0,2.0,2616.0,1.0,610.0,0
719.0,2.0,2616.0,1.0,993.0,0
422.0,2.0,2616.0,1.0,2788.0,0
578.0,2.0,2616.0,1.0,2251.0,0
718.0,2.0,2616.0,1.0,2134.0,0
706.0,2.0,2613.0,1.0,2334.0,0
580.0,2.0,2610.0,1.0,622.0,0
17.0,2.0,2392.0,1.09,2360.0,1
80.0,2.0,1845.0,1.41,1113.0,3
116.0,2.0,2253.0,1.1535286,1528.0,4
6.0,3.0,2063.0,1.2579641,391.0,4
595.0,3.0,2593.0,1.0,2110.0,0
455.0,2.0,2590.0,1.0,476.0,0
510.0,3.0,1983.0,1.3033283,2725.0,1
420.0,2.0,1988.0,1.3,418.0,3
533.0,2.0,2582.0,1.0,699.0,0
540.0,2.0,2582.0,1.0,699.0,0
337.0,2.0,2582.0,1.0,699.0,0
401.0,2.0,2580.0,1.0,416.0,0
542.0,2.0,2579.0,1.0,982.0,0
390.0,2.0,2579.0,1.0,1646.0,0
27.0,3.0,2117.0,1.217879,2691.0,1
488.0,3.0,2573.0,1.0,556.0,0
686.0,2.0,2572.0,1.0,855.0,0
83.0,3.0,2070.0,1.24,2219.0,1
16.0,5.0,2065.0,1.24,390.0,4
384.0,2.0,2548.0,1.0,1324.0,0
541.0,2.0,2422.0,1.05,1126.0,0
482.0,4.0,2536.0,1.0,1959.0,0
69.0,2.0,2400.0,1.055,585.0,4
492.0,3.0,2532.0,1.0,678.0,0
512.0,2.0,2020.0,1.25,625.0,0
226.0,2.0,1728.0,1.4610938,749.0,3
14.0,2.0,1750.0,1.4397771,982.0,3
525.0,3.0,1871.0,1.3460716,561.0,3
665.0,3.0,2517.0,1.0,1007.0,0
709.0,2.0,2515.0,1.0,2073.0,0
190.0,2.0,1908.0,1.31761,532.0,3
103.0,2.0,1782.0,1.41,476.0,3
8.0,2.0,2112.0,1.186108,724.0,4
603.0,2.0,2488.0,1.0,742.0,0
56.0,2.0,1692.0,1.465266,675.0,3
192.0,2.0,2253.0,1.0918465,1000.0,4
659.0,2.0,2458.0,1.0,2780.0,0
397.0,2.0,2451.0,1.0,1532.0,0
278.0,2.0,1738.0,1.41,1261.0,3
29.0,3.0,1737.0,1.41,584.0,3
589.0,2.0,2443.0,1.0,2181.0,0
63.0,3.0,1962.0,1.233945,614.0,4
685.0,2.0,2419.0,1.0,2594.0,0
98.0,2.0,1671.0,1.4471633,484.0,3
391.0,2.0,2413.0,1.0,771.0,0
94.0,2.0,2353.0,1.0254952,514.0,4
567.0,2.0,1700.0,1.4188235,3103.0,1
478.0,2.0,2390.0,1.0,1171.0,0
368.0,2.0,2390.0,1.0,2354.0,0
701.0,2.0,2075.0,1.1491566,2893.0,0
528.0,2.0,2382.0,1.0,533.0,0
518.0,2.0,2380.0,1.0,542.0,0
447.0,2.0,2378.0,1.0,964.0,0
364.0,2.0,2378.0,1.0,1247.0,0
604.0,4.0,2320.0,1.025,1557.0,0
689.0,2.0,2376.0,1.0,950.0,0
315.0,2.0,1582.0,1.5,496.0,3
558.0,2.0,2370.0,1.0,565.0,0
555.0,2.0,2369.0,1.0,2593.0,0
559.0,6.0,2367.0,1.0,1999.0,0
441.0,3.0,2360.0,1.0,445.0,0
274.0,3.0,2163.0,1.09,701.0,4
49.0,3.0,2241.0,1.0466666,839.0,4
568.0,2.0,2342.0,1.0,1464.0,0
673.0,2.0,2342.0,1.0,676.0,0
182.0,2.0,1857.0,1.2603878,3025.0,1
118.0,3.0,1807.0,1.2916878,418.0,3
278.0,2.0,1598.0,1.455,478.0,3
433.0,2.0,1549.0,1.5,1017.0,3
650.0,4.0,2320.0,1.0,768.0,0
431.0,4.0,2316.0,1.0,569.0,0
515.0,3.0,2313.0,1.0,612.0,0
483.0,2.0,2310.0,1.0,2541.0,0
532.0,2.0,2308.0,1.0,562.0,0
117.0,2.0,1630.0,1.41,2543.0,1
578.0,3.0,2295.0,1.0,632.0,0
173.0,2.0,1823.0,1.2548163,2456.0,1
46.0,2.0,1622.0,1.41,1583.0,3
146.0,2.0,1619.0,1.41,852.0,3
451.0,3.0,2278.0,1.0,701.0,0
327.0,2.0,1518.0,1.5,1793.0,3
453.0,3.0,2277.0,1.0,579.0,0
575.0,2.0,1828.0,1.2448031,3054.0,0
711.0,2.0,1820.0,1.25,1106.0,0
278.0,2.0,2254.0,1.0053105,2679.0,1
371.0,2.0,2263.0,1.0,702.0,0
504.0,2.0,2046.0,1.1042522,2588.0,0
437.0,3.0,2134.0,1.0580599,1839.0,0
261.0,2.0,1866.0,1.21,2499.0,1
526.0,2.0,2254.0,1.0,595.0,0
529.0,2.0,2253.0,1.0,1876.0,0
333.0,2.0,2247.0,1.0,1151.0,0
624.0,3.0,2239.0,1.0,3023.0,0
556.0,3.0,2239.0,1.0,2310.0,0
293.0,2.0,1577.0,1.41,1399.0,3
431.0,4.0,2208.0,1.0,621.0,0
656.0,3.0,2203.0,1.0,712.0,0
6.0,2.0,2020.0,1.09,1980.0,4
652.0,2.0,1492.0,1.4753351,1486.0,3
309.0,3.0,2197.0,1.0,417.0,0
337.0,4.0,2188.0,1.0,1050.0,0
659.0,2.0,2185.0,1.0,842.0,0
500.0,2.0,2175.0,1.0,856.0,0
655.0,2.0,1631.0,1.3221949,654.0,0
554.0,3.0,2156.0,1.0,878.0,0
526.0,2.0,2151.0,1.0,709.0,0
519.0,2.0,2151.0,1.0,2511.0,0
56.0,2.0,1522.0,1.41,583.0,3
518.0,2.0,2143.0,1.0,2572.0,0
382.0,2.0,2136.0,1.0,2460.0,0
397.0,3.0,2130.0,1.0,1259.0,0
592.0,2.0,2129.0,1.0,613.0,0
164.0,2.0,1506.0,1.41,2922.0,1
135.0,2.0,1558.0,1.361579,369.0,3
575.0,2.0,2020.0,1.05,784.0,0
416.0,2.0,2120.0,1.0,437.0,0
473.0,2.0,2119.0,1.0,1966.0,0
478.0,2.0,2119.0,1.0,2078.0,0
444.0,2.0,2117.0,1.0,2300.0,0
514.0,2.0,2039.0,1.037028,1004.0,0
4.0,2.0,2025.0,1.0440987,434.0,4
62.0,2.0,1494.0,1.41,1254.0,3
580.0,2.0,2104.0,1.0,2504.0,0
257.0,2.0,1881.0,1.1182404,426.0,4
186.0,2.0,1577.0,1.3312619,2895.0,1
111.0,3.0,1947.0,1.0766667,1973.0,4
12.0,2.0,1486.0,1.41,3189.0,1
524.0,2.0,2092.0,1.0,1412.0,0
209.0,2.0,1994.0,1.0429188,1200.0,4
695.0,2.0,2078.0,1.0,1274.0,0
593.0,2.0,2078.0,1.0,765.0,0
406.0,3.0,2072.0,1.0,1172.0,0
248.0,3.0,1941.0,1.0666667,2526.0,1
561.0,3.0,2070.0,1.0,2460.0,0
375.0,3.0,2070.0,1.0,1169.0,0
694.0,3.0,2070.0,1.0,947.0,0
488.0,3.0,2070.0,1.0,972.0,0
663.0,3.0,2070.0,1.0,851.0,0
432.0,3.0,2070.0,1.0,592.0,0
365.0,2.0,1380.0,1.5,366.0,3
579.0,3.0,2070.0,1.0,895.0,0
361.0,3.0,2070.0,1.0,446.0,0
676.0,2.0,2069.0,1.0,1254.0,0
657.0,3.0,2056.0,1.0,2588.0,0
153.0,2.0,1456.0,1.41,2308.0,3
688.0,2.0,2040.0,1.0,1059.0,0
217.0,2.0,1623.0,1.2534196,2099.0,1
39.0,2.0,1784.0,1.1383352,3061.0,1
625.0,2.0,2025.0,1.0,1869.0,0
704.0,2.0,2020.0,1.0,2201.0,0
702.0,2.0,2020.0,1.0,3046.0,0
628.0,2.0,2018.0,1.0,1570.0,0
339.0,2.0,2006.0,1.0,1574.0,0
549.0,2.0,2005.0,1.0,924.0,0
502.0,2.0,2004.0,1.0,2585.0,0
576.0,2.0,1989.0,1.0,2658.0,0
541.0,2.0,1976.0,1.0,551.0,0
338.0,2.0,1976.0,1.0,1216.0,0
365.0,2.0,1714.0,1.15,375.0,0
492.0,2.0,1967.0,1.0,2345.0,0
530.0,2.0,1961.0,1.0,756.0,0
727.0,2.0,1961.0,1.0,2441.0,0
675.0,2.0,1960.0,1.0,1938.0,0
521.0,2.0,1960.0,1.0,647.0,0
558.0,3.0,1959.0,1.0,862.0,0
496.0,3.0,1959.0,1.0,1935.0,0
2.0,2.0,1340.0,1.4612463,633.0,3
619.0,2.0,1954.0,1.0,1189.0,0
314.0,2.0,1298.0,1.5,2361.0,3
289.0,3.0,1947.0,1.0,775.0,0
492.0,3.0,1947.0,1.0,3090.0,0
30.0,2.0,1380.0,1.41,2210.0,1
297.0,2.0,1380.0,1.41,1536.0,3
527.0,2.0,1938.0,1.0,688.0,0
60.0,2.0,1746.0,1.105,961.0,4
128.0,2.0,1762.0,1.0887685,1230.0,4
624.0,3.0,1740.0,1.1,1535.0,0
399.0,2.0,1910.0,1.0,1067.0,0
400.0,2.0,1910.0,1.0,883.0,0
413.0,2.0,1910.0,1.0,934.0,0
636.0,2.0,1898.0,1.0,2998.0,0
306.0,2.0,1518.0,1.25,620.0,3
107.0,2.0,1578.0,1.2,1620.0,4
320.0,2.0,1890.0,1.0,747.0,0
171.0,2.0,1298.0,1.455,1204.0,3
307.0,2.0,1887.0,1.0,728.0,0
539.0,2.0,1866.0,1.0,805.0,0
652.0,2.0,1866.0,1.0,1044.0,0
616.0,2.0,1866.0,1.0,682.0,0
720.0,2.0,1866.0,1.0,1134.0,0
685.0,2.0,1866.0,1.0,726.0,0
673.0,2.0,1866.0,1.0,2286.0,0
593.0,2.0,1866.0,1.0,2231.0,0
682.0,2.0,1866.0,1.0,2316.0,0
686.0,2.0,1866.0,1.0,864.0,0
513.0,2.0,1866.0,1.0,515.0,0
558.0,2.0,1866.0,1.0,1501.0,0
621.0,2.0,1866.0,1.0,1616.0,0
507.0,2.0,1866.0,1.0,510.0,0
501.0,2.0,1866.0,1.0,1977.0,0
313.0,2.0,1866.0,1.0,2828.0,0
544.0,2.0,1866.0,1.0,547.0,0
654.0,2.0,1866.0,1.0,1154.0,0
350.0,2.0,1512.0,1.2319444,365.0,3
317.0,2.0,1862.0,1.0,642.0,0
349.0,2.0,1850.0,1.0,413.0,0
492.0,2.0,1850.0,1.0,699.0,0
540.0,2.0,1850.0,1.0,699.0,0
145.0,2.0,1582.0,1.1681985,836.0,4
387.0,2.0,1228.0,1.5,2193.0,3
52.0,4.0,1796.0,1.025,777.0,4
675.0,2.0,1312.0,1.4,2416.0,3
674.0,2.0,1833.0,1.0,2137.0,0
4.0,2.0,1298.0,1.41,780.0,3
250.0,3.0,1629.0,1.1233271,875.0,4
643.0,2.0,1820.0,1.0,2577.0,0
389.0,4.0,1816.0,1.0,3296.0,1
